official_rebuild_rank,simulated_rank,player_id,player_name,gender,country,country_name,birth_year,official_rebuild_points,official_rebuild_singles_points,official_rebuild_doubles_raw,official_rebuild_doubles_weighted,official_rebuild_singles_count,official_rebuild_doubles_count,simulated_points,simulated_singles_points,simulated_doubles_raw,simulated_doubles_weighted,simulated_singles_results_used,simulated_doubles_results_used,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,calculated_at
327,327,800672181,Alessandra Fiorillo,F,ITA,Italy,2008,282.75,186,387,96.75,6,6,282.75,186,387,96.75,6,6,60 pts | countable | J300 | R16 | J300 Santa Croce Sull’Arno | 2026-05-11,60 pts | countable | J60 | WR | J60 Gremda | 2026-02-10,36 pts | countable | J200 | R16 | J200 Salsomaggiore | 2026-04-27,20 pts | countable | J100 | QF | J100 Palermo | 2025-09-08,5 pts | non_countable | J100 | R32 | J100 Alicante | 2026-04-06,5 pts | countable | J100 | R32 | J100 Hamburg | 2026-03-09,150 pts | countable | J200 | WR | J200 Salsomaggiore | 2026-04-27,75 pts | countable | J100 | WR | J100 Palermo | 2025-09-08,45 pts | countable | J200 | QF | J200 Prato | 2026-05-05,45 pts | countable | J60 | WR | J60 Gremda | 2026-02-10,45 pts | countable | J200 | QF | J200 Pilsen | 2025-06-23,27 pts | non_countable | J100 | SF | J100 Alicante | 2026-04-06,2026-06-02T20:42:05.248Z
328,328,800635959,Sophie Ray,F,NED,Netherlands,2009,281,206,300,75,6,6,281,206,300,75,6,6,60 pts | countable | J60 | WR | J60 Dijon | 2025-09-01,36 pts | countable | J100 | SF | J100 Hanko | 2026-03-30,36 pts | countable | J200 | R16 | J200 Marsa | 2026-01-20,36 pts | countable | J200 | R16 | J200 Hammamet | 2026-01-13,20 pts | countable | J100 | QF | J100 Loughborough | 2026-03-09,18 pts | non_countable | J60 | SF | J60 Heiveld | 2025-10-27,75 pts | countable | J100 | WR | J100 Loughborough | 2026-03-09,45 pts | countable | J100 | RU | J100 Hanko | 2026-03-30,45 pts | countable | J100 | RU | J100 The Hague | 2026-02-17,45 pts | countable | J200 | QF | J200 Hammamet | 2026-01-13,45 pts | countable | J60 | WR | J60 Heiveld | 2025-10-27,45 pts | countable | J100 | RU | J100 Bruchkoebel | 2025-06-24,2026-06-02T20:42:05.248Z
329,329,800667968,Suha Lee,F,KOR,"Korea, Rep.",2008,277.5,240,150,37.5,2,2,277.5,240,150,37.5,2,2,140 pts | countable | J200 | RU | J200 Chuncheon | 2025-09-30,100 pts | countable | J300 | QF | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,,,,,75 pts | countable | J300 | QF | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,75 pts | countable | J200 | SF | J200 Chuncheon | 2025-09-30,,,,,2026-06-02T20:42:05.248Z
330,330,800688040,Marta Gayoso de los Rios,F,ESP,Spain,2009,277.25,260,69,17.25,6,6,277.25,260,69,17.25,6,6,100 pts | countable | J100 | WR | J100 Lousada | 2026-05-11,60 pts | countable | J100 | RU | J100 Lousada | 2026-05-18,36 pts | countable | J100 | SF | J100 Algiers | 2026-04-06,36 pts | countable | J60 | RU | J60 Estepona | 2025-09-16,18 pts | countable | J60 | SF | J60 Telde | 2026-03-31,10 pts | countable | J100 | R16 | J100 Manacor | 2026-01-26,27 pts | countable | J100 | SF | J100 Manacor | 2026-01-26,14 pts | countable | J60 | SF | J60 Telde | 2026-03-31,14 pts | countable | J60 | SF | J60 Estepona | 2025-09-16,14 pts | countable | J60 | SF | J60 Hillegom | 2025-07-15,0 pts | non_countable | J100 | R16 | J100 Algiers | 2026-04-06,0 pts | countable | J300 | R32 | J300 Villena | 2026-03-16,2026-06-02T20:42:05.248Z
331,331,800594278,Luca Kalman,F,HUN,Hungary,2009,276.5,164,450,112.5,6,6,276.5,164,450,112.5,6,6,60 pts | countable | J60 | WR | J60 Dunakeszi | 2026-05-05,36 pts | countable | J100 | SF | J100 Budapest | 2025-08-26,20 pts | countable | J100 | QF | J100 Budapest | 2026-05-12,20 pts | countable | J100 | QF | J100 Chisinau | 2026-02-23,18 pts | countable | J30 | RU | J30 Dunakeszi | 2025-11-18,10 pts | non_countable | J100 | R16 | J100 Trnava | 2026-02-17,75 pts | countable | J100 | WR | J100 Budapest | 2026-05-12,75 pts | countable | J100 | WR | J100 Chisinau | 2026-02-23,75 pts | countable | J100 | WR | J100 Trnava | 2025-11-10,75 pts | countable | J200 | SF | J200 Szekesfehervar | 2025-10-22,75 pts | countable | J100 | WR | J100 Budapest | 2025-08-26,75 pts | countable | J100 | WR | J100 Pazardzhik | 2025-06-16,2026-06-02T20:42:05.248Z
332,332,800587894,Aishwarya Jadhav,F,IND,India,2008,275,182,372,93,6,6,275,182,372,93,6,6,36 pts | countable | J200 | R16 | J200 Kolkata | 2026-01-19,36 pts | countable | J60 | RU | J60 Bhuvanagiri | 2025-08-25,36 pts | countable | J100 | SF | J100 Harare | 2025-08-04,36 pts | countable | J100 | SF | J100 Harare | 2025-07-28,20 pts | countable | J100 | QF | J100 New Delhi | 2025-11-24,18 pts | countable | J60 | SF | J60 CHENNAI | 2025-08-18,75 pts | countable | J300 | QF | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,75 pts | countable | J200 | SF | J200 Gurugram | 2026-01-12,75 pts | countable | J100 | WR | J100 Pune | 2025-12-01,75 pts | countable | J100 | WR | J100 Harare | 2025-08-04,45 pts | countable | J200 | QF | J200 Kolkata | 2026-01-19,27 pts | non_countable | J60 | RU | J60 CHENNAI | 2025-08-18,2026-06-02T20:42:05.248Z
332,332,800655606,Hila Buhadana,F,ISR,Israel,2010,275,220,220,55,6,6,275,220,220,55,6,6,60 pts | countable | J60 | WR | J60 Haifa (CLOSED) | 2025-11-24,60 pts | countable | J60 | WR | J60 Haifa (CLOSED) | 2025-11-17,36 pts | countable | J60 | RU | J60 Raanana (CLOSED) | 2026-01-27,36 pts | countable | J60 | RU | J60 Ashkelon (CLOSED) | 2025-09-08,18 pts | countable | J60 | SF | J60 Jerusalem (CLOSED) | 2025-09-01,10 pts | countable | J60 | QF | J60 Ramat Hasharon (CLOSED) | 2026-01-20,75 pts | countable | J200 | SF | J200 Targu Jiu | 2026-05-18,45 pts | countable | J60 | WR | J60 Haifa (CLOSED) | 2025-11-24,45 pts | countable | J60 | WR | J60 Ashkelon (CLOSED) | 2025-09-08,27 pts | countable | J100 | SF | J100 Nairobi | 2025-11-10,14 pts | non_countable | J60 | SF | J60 Raanana (CLOSED) | 2026-01-27,14 pts | non_countable | J60 | SF | J60 Haifa (CLOSED) | 2025-11-17,2026-06-02T20:42:05.248Z
332,332,800645387,Radmila Rakhmatullina,F,RUS,Russia,2009,275,224,204,51,6,6,275,224,204,51,6,6,60 pts | countable | J60 | WR | J60 Andijan | 2025-07-28,36 pts | countable | J60 | RU | J60 Andijan | 2026-03-16,36 pts | countable | J100 | SF | J100 Dubai | 2026-01-19,36 pts | countable | J200 | R16 | J200 Fergana | 2025-10-06,36 pts | countable | J100 | SF | J100 Fergana | 2025-09-29,20 pts | non_countable | J100 | QF | J100 Karaganda | 2026-02-16,45 pts | countable | J60 | WR | J60 Fergana | 2026-03-23,45 pts | countable | J60 | WR | J60 Andijan | 2026-03-16,45 pts | countable | J200 | QF | J200 Fergana | 2025-10-06,27 pts | countable | J100 | SF | J100 Fergana | 2025-09-29,27 pts | countable | J60 | RU | J60 Andijan | 2025-07-28,15 pts | non_countable | J100 | QF | J100 Dubai | 2026-01-19,2026-06-02T20:42:05.248Z
335,335,800638368,Gloria Pop,F,ROU,Romania,2009,272.75,258,59,14.75,6,2,272.75,258,59,14.75,6,2,60 pts | countable | J60 | WR | J60 Sfax | 2026-02-03,60 pts | countable | J60 | WR | J60 Megrine | 2025-08-26,36 pts | countable | J100 | SF | J100 Monastir | 2026-04-28,36 pts | countable | J60 | RU | J60 Hammam Sousse | 2025-10-28,36 pts | countable | J60 | RU | J60 Corfu | 2025-07-01,30 pts | countable | J30 | WR | J30 Niksic | 2025-06-09,45 pts | countable | J60 | WR | J60 Casablanca | 2025-10-13,14 pts | countable | J60 | SF | J60 Sfax | 2026-02-03,,,,,2026-06-02T20:42:05.248Z
336,336,800677160,larissa silenci,F,BRA,Brazil,2010,271.5,191,322,80.5,6,6,271.5,191,322,80.5,6,6,60 pts | countable | J300 | R16 | J300 Porto Alegre | 2026-03-09,45 pts | countable | J500 | R32 | J500 Gaspar | 2026-03-16,36 pts | countable | J60 | RU | J60 São Paulo | 2025-08-25,20 pts | countable | J100 | QF | J100 Lima | 2026-05-04,20 pts | countable | J100 | QF | J100 Salvador | 2025-11-10,10 pts | non_countable | J60 | QF | J60 Lima | 2026-04-27,75 pts | countable | J300 | QF | J300 Asuncion | 2026-03-02,67 pts | countable | J500 | R16 | J500 Gaspar | 2026-03-16,45 pts | countable | J100 | RU | J100 Lima | 2026-05-04,45 pts | countable | J200 | QF | J200 Asuncion | 2026-03-30,45 pts | countable | J300 | R16 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,45 pts | non_countable | J60 | WR | J60 São Paulo | 2025-08-25,2026-06-02T20:42:05.248Z
337,337,800713253,Emanuela Lares,F,COL,Colombia,2010,271.25,228,173,43.25,6,6,271.25,228,173,43.25,6,6,100 pts | countable | J100 | WR | J100 La Paz | 2026-05-11,36 pts | countable | J60 | RU | J60 Anapoima | 2025-12-01,36 pts | countable | J60 | RU | J60 Armenia | 2025-11-24,20 pts | countable | J100 | QF | J100 Cochabamba | 2026-05-18,18 pts | countable | J60 | SF | J60 Tarija | 2026-05-25,18 pts | countable | J60 | SF | J60 Pereira | 2025-11-17,45 pts | countable | J60 | WR | J60 Tarija | 2026-05-25,45 pts | countable | J60 | WR | J60 Pereira | 2025-11-17,27 pts | countable | J100 | SF | J100 La Paz | 2026-05-11,27 pts | countable | J60 | RU | J60 Anapoima | 2025-12-01,15 pts | countable | J100 | QF | J100 Cali | 2025-07-21,14 pts | countable | J60 | SF | J60 Armenia | 2025-11-24,2026-06-02T20:42:05.249Z
337,337,800668842,Yelyzaveta Dovhopol,F,UKR,Ukraine,2010,271.25,226,181,45.25,6,6,271.25,226,181,45.25,6,6,60 pts | countable | J60 | WR | J60 Victoria | 2025-10-13,60 pts | countable | J100 | RU | J100 Vancouver | 2025-07-07,36 pts | countable | J100 | SF | J100 Ile des Soeurs | 2026-05-04,30 pts | countable | J30 | WR | J30 Kamloops | 2025-06-30,20 pts | countable | J100 | QF | J100 Calgary | 2026-05-25,20 pts | countable | J100 | QF | J100 Kingston | 2026-04-20,75 pts | countable | J100 | WR | J100 Ile des Soeurs | 2026-05-04,27 pts | countable | J100 | SF | J100 Calgary | 2026-05-25,25 pts | countable | J30 | WR | J30 Richmond | 2025-10-06,25 pts | countable | J30 | WR | J30 Kamloops | 2025-06-30,15 pts | countable | J100 | QF | J100 Quebec City | 2025-09-15,14 pts | non_countable | J60 | SF | J60 Punta Cana | 2026-04-06,2026-06-02T20:42:05.248Z
339,339,800647029,Gloria Levinsky,F,CZE,Czechia,2010,270.5,160,442,110.5,6,6,270.5,160,442,110.5,6,6,60 pts | countable | J200 | QF | J200 Piestany | 2026-04-14,60 pts | countable | J300 | R16 | J300 Astana | 2025-09-08,20 pts | countable | J100 | QF | J100 Sobota | 2026-05-26,20 pts | countable | J100 | QF | J100 Manacor | 2026-01-26,0 pts | non_countable | J200 | R32 | J200 St. Poelten | 2026-05-05,0 pts | non_countable | J200 | R32 | J200 Villach | 2026-04-27,157 pts | countable | J300 | RU | J300 Astana | 2025-09-08,75 pts | countable | J200 | SF | J200 Astana | 2025-09-01,75 pts | countable | J300 | QF | J300 Bytom | 2025-07-22,45 pts | non_countable | J200 | QF | J200 St. Poelten | 2026-05-05,45 pts | countable | J200 | QF | J200 Piestany | 2026-04-14,45 pts | countable | J200 | QF | J200 Cairo | 2025-11-10,2026-06-02T20:42:05.249Z
340,340,800626938,Melis Yildirim,F,TUR,Turkiye,2009,268.25,228,161,40.25,6,6,268.25,228,161,40.25,6,6,60 pts | countable | J100 | RU | J100 Istanbul | 2026-04-20,60 pts | countable | J60 | WR | J60 Kaarina | 2025-07-21,36 pts | countable | J60 | RU | J60 Istanbul | 2026-05-04,36 pts | countable | J60 | RU | J60 Antalya | 2026-02-09,18 pts | countable | J60 | SF | J60 Antalya | 2026-02-02,18 pts | countable | J60 | SF | J60 Manama | 2025-12-08,45 pts | countable | J100 | RU | J100 Algiers | 2026-04-06,45 pts | countable | J60 | WR | J60 Antalya | 2026-02-09,27 pts | countable | J60 | RU | J60 Manama | 2025-12-08,15 pts | countable | J100 | QF | J100 Istanbul | 2026-01-05,15 pts | countable | J100 | QF | J100 Dakahlia | 2025-08-11,14 pts | non_countable | J60 | SF | J60 Tampere | 2025-10-27,2026-06-02T20:42:05.249Z
341,341,800695604,Alicia Reichel,F,BRA,Brazil,2009,268,174,376,94,6,6,268,174,376,94,6,6,36 pts | countable | J200 | R16 | J200 Asuncion | 2026-03-30,36 pts | countable | J100 | SF | J100 Salvador | 2025-11-10,36 pts | countable | J200 | R16 | J200 Pretoria | 2025-09-15,30 pts | countable | J300 | R32 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,18 pts | countable | J200 | R32 | J200 Santa Cruz | 2025-11-03,18 pts | countable | J60 | SF | J60 Curitiba | 2025-07-07,187 pts | countable | J500 | SF | J500 Gaspar | 2026-03-16,45 pts | countable | J200 | QF | J200 Prato | 2026-05-05,45 pts | countable | J100 | RU | J100 Salvador | 2025-11-10,45 pts | countable | J100 | RU | J100 Londrina | 2025-06-30,27 pts | countable | J100 | SF | J100 Luque | 2026-04-06,27 pts | countable | J200 | R16 | J200 Santa Cruz | 2025-11-03,2026-06-02T20:42:05.249Z
341,341,800647963,Ninon Carpentier,F,FRA,France,2010,268,224,176,44,6,6,268,224,176,44,6,6,60 pts | countable | J100 | RU | J100 Balma | 2025-10-20,36 pts | countable | J200 | R16 | J200 Prato | 2026-05-05,36 pts | countable | J200 | R16 | J200 Istres | 2026-04-06,36 pts | countable | J200 | R16 | J200 Cap d'Ail | 2026-03-30,36 pts | countable | J60 | RU | J60 Preveza | 2025-07-08,20 pts | countable | J100 | QF | J100 Saint Gregoire | 2025-11-24,105 pts | countable | J200 | RU | J200 Targu Jiu | 2026-05-18,27 pts | countable | J60 | RU | J60 Preveza | 2025-07-08,15 pts | countable | J100 | QF | J100 Dubrovnik | 2025-10-27,15 pts | countable | J100 | QF | J100 Balma | 2025-10-20,14 pts | countable | J60 | SF | J60 Ioannina | 2025-07-14,0 pts | countable | J200 | R16 | J200 Istres | 2026-04-06,2026-06-02T20:42:05.249Z
341,341,800671582,Ohunene Comfort Yakubu,F,NGR,Nigeria,2008,268,210,232,58,6,6,268,210,232,58,6,6,60 pts | countable | J60 | WR | J60 Lome | 2025-12-01,30 pts | countable | J30 | WR | J30 Lome | 2025-11-24,30 pts | countable | J30 | WR | J30 Lagos | 2025-11-10,30 pts | countable | J30 | WR | J30 Lagos | 2025-11-03,30 pts | countable | J30 | WR | J30 Accra | 2025-09-08,30 pts | countable | J30 | WR | J30 Accra | 2025-09-01,45 pts | countable | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,45 pts | countable | J60 | WR | J60 Lome | 2025-12-01,45 pts | countable | J100 | RU | J100 Accra | 2025-09-29,45 pts | countable | J60 | WR | J60 Accra | 2025-09-15,27 pts | countable | J60 | RU | J60 Accra | 2025-09-22,25 pts | non_countable | J30 | WR | J30 Accra | 2025-09-08,2026-06-02T20:42:05.249Z
344,344,800659813,Camila Markus,F,ARG,Argentina,2008,266.5,208,234,58.5,6,6,266.5,208,234,58.5,6,6,60 pts | countable | J200 | QF | J200 Salta | 2025-10-06,60 pts | countable | J60 | WR | J60 Villa María | 2025-08-04,30 pts | countable | J300 | R32 | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,20 pts | countable | J100 | QF | J100 Mendoza | 2026-03-23,20 pts | countable | J100 | QF | J100 Londrina | 2025-06-30,18 pts | countable | J200 | R32 | J200 Santa Cruz | 2025-11-03,45 pts | countable | J200 | QF | J200 Salta | 2025-10-06,45 pts | countable | J60 | WR | J60 Santiago | 2025-08-25,45 pts | countable | J60 | WR | J60 Villa María | 2025-08-04,45 pts | countable | J100 | RU | J100 Londrina | 2025-06-30,27 pts | countable | J100 | SF | J100 Mendoza | 2026-03-23,27 pts | countable | J60 | RU | J60 Curitiba | 2025-07-07,2026-06-02T20:42:05.249Z
345,345,800713662,Scarlett Dattoli,F,AUS,Australia,2009,266,196,280,70,6,6,266,196,280,70,6,6,60 pts | countable | J60 | WR | J60 Lautoka | 2025-10-07,36 pts | countable | J200 | R16 | J200 Sydney | 2025-08-26,36 pts | countable | J200 | R16 | J200 Sydney (Regional Championships) | 2025-08-19,36 pts | countable | J100 | SF | J100 Monterrey | 2025-07-07,18 pts | countable | J60 | SF | J60 Veracruz | 2025-06-09,10 pts | non_countable | J100 | R16 | J100 Lousada | 2026-05-18,75 pts | countable | J100 | WR | J100 Lousada | 2026-05-11,75 pts | countable | J200 | SF | J200 Sydney | 2025-08-26,75 pts | countable | J100 | WR | J100 Monterrey | 2025-07-07,27 pts | countable | J100 | SF | J100 Mornington | 2026-03-10,14 pts | non_countable | J60 | SF | J60 Lautoka | 2025-10-14,14 pts | countable | J60 | SF | J60 Lautoka | 2025-10-07,2026-06-02T20:42:05.249Z
346,346,800668047,Annabel Wong,F,GBR,Great Britain,2010,264.75,219,183,45.75,6,6,264.75,219,183,45.75,6,6,60 pts | countable | J60 | WR | J60 Frederiksberg | 2026-02-09,60 pts | countable | J60 | WR | J60 Stirling | 2025-11-26,60 pts | countable | J60 | WR | J60 Liverpool | 2025-11-10,20 pts | countable | J100 | QF | J100 Loughborough | 2026-03-02,10 pts | countable | J100 | R16 | J100 Maaseik | 2025-08-04,9 pts | countable | J30 | SF | J30 Manchester | 2025-06-16,75 pts | countable | J100 | WR | J100 Loughborough | 2026-03-02,45 pts | countable | J60 | WR | J60 Frederiksberg | 2026-02-09,27 pts | countable | J60 | RU | J60 Liverpool | 2025-11-10,15 pts | countable | J100 | QF | J100 Maaseik | 2025-08-04,14 pts | countable | J60 | SF | J60 Stirling | 2025-11-26,7 pts | countable | J60 | QF | J60 Hillegom | 2025-07-15,2026-06-02T20:42:05.249Z
347,347,800659796,Mariia Masliakova,F,RUS,Russia,2010,264.5,182,330,82.5,6,6,264.5,182,330,82.5,6,6,60 pts | countable | J60 | WR | J60 Andijan | 2026-03-16,36 pts | countable | J200 | R16 | J200 Fergana | 2025-10-06,30 pts | countable | J300 | R32 | J300 Astana | 2025-09-08,20 pts | countable | J100 | QF | J100 Namangan | 2025-08-11,18 pts | countable | J200 | R32 | J200 Astana | 2025-09-01,18 pts | non_countable | J60 | SF | J60 Andijan | 2025-07-28,75 pts | countable | J200 | SF | J200 Fergana | 2025-10-06,75 pts | countable | J100 | WR | J100 Fergana | 2025-09-29,45 pts | countable | J100 | RU | J100 Karaganda | 2026-02-16,45 pts | countable | J300 | R16 | J300 Astana | 2025-09-08,45 pts | countable | J200 | QF | J200 Astana | 2025-09-01,45 pts | non_countable | J60 | WR | J60 Andijan | 2025-07-28,2026-06-02T20:42:05.249Z
348,348,800654504,Vlada Razina,F,BLR,Belarus,2009,264,210,216,54,6,6,264,210,216,54,6,6,60 pts | countable | J60 | WR | J60 Maribor | 2025-11-17,60 pts | countable | J300 | R16 | J300 Sanxenxo | 2025-09-23,36 pts | countable | J100 | SF | J100 Hamburg | 2026-03-09,18 pts | countable | J60 | SF | J60 Ickern | 2026-03-17,18 pts | countable | J60 | SF | J60 Telavi | 2025-06-30,18 pts | countable | J60 | SF | J60 Baku | 2025-06-02,45 pts | countable | J200 | QF | J200 Haskovo | 2026-04-21,45 pts | countable | J100 | RU | J100 Dubai | 2026-01-12,45 pts | countable | J60 | WR | J60 Maribor | 2025-11-17,27 pts | countable | J200 | R16 | J200 Piestany | 2026-04-14,27 pts | countable | J100 | SF | J100 Fergana | 2025-08-18,27 pts | countable | J60 | RU | J60 Baku | 2025-06-02,2026-06-02T20:42:05.249Z
349,349,800686554,HERMIONE Korpanec Davies,F,GBR,Great Britain,2011,263.5,220,174,43.5,6,6,263.5,220,174,43.5,6,6,60 pts | countable | J60 | WR | J60 Indore | 2026-01-26,60 pts | countable | J100 | RU | J100 Johannesburg | 2025-08-25,36 pts | countable | J200 | R16 | J200 Kolkata | 2026-01-19,36 pts | countable | J100 | SF | J100 Gaborone | 2025-11-24,18 pts | countable | J60 | SF | J60 Gaborone | 2025-11-17,10 pts | countable | J100 | R16 | J100 Potchefstroom | 2026-03-02,45 pts | countable | J200 | QF | J200 Aldershot | 2026-04-20,45 pts | countable | J100 | RU | J100 Gaborone | 2025-11-24,27 pts | countable | J100 | SF | J100 Potchefstroom | 2026-03-02,27 pts | countable | J60 | RU | J60 Gaborone | 2025-11-17,15 pts | countable | J100 | QF | J100 Varnamo | 2026-05-18,15 pts | countable | J100 | QF | J100 Accra | 2025-10-06,2026-06-02T20:42:05.249Z
350,350,800732240,Zeina Elgerby,F,EGY,Egypt,2009,262.75,214,195,48.75,6,6,262.75,214,195,48.75,6,6,60 pts | countable | J60 | WR | J60 Cairo | 2026-04-28,60 pts | countable | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,36 pts | countable | J60 | RU | J60 Cairo | 2025-09-15,30 pts | countable | J30 | WR | J30 Tawfikia | 2026-01-19,18 pts | countable | J60 | SF | J60 Cairo | 2026-04-21,10 pts | non_countable | J60 | QF | J60 Cairo | 2026-05-05,75 pts | countable | J300 | QF | J300 Cairo | 2026-03-30,45 pts | countable | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,27 pts | countable | J60 | RU | J60 Cairo | 2026-04-28,27 pts | countable | J60 | RU | J60 Cairo | 2025-09-15,14 pts | countable | J60 | SF | J60 Cairo | 2025-09-08,7 pts | non_countable | J60 | QF | J60 Cairo | 2026-05-05,2026-06-02T20:42:05.249Z
351,351,800722831,YERIN LIM,F,KOR,"Korea, Rep.",2011,260.5,210,202,50.5,6,6,260.5,210,202,50.5,6,6,36 pts | countable | J60 | RU | J60 Harmon | 2026-05-12,36 pts | countable | J60 | RU | J60 Islamabad | 2026-04-20,36 pts | countable | J100 | SF | J100 Launceston | 2026-02-09,36 pts | countable | J60 | RU | J60 Changhua | 2025-11-11,36 pts | countable | J100 | SF | J100 Seoul | 2025-11-04,30 pts | countable | J30 | WR | J30 Saipan | 2025-06-03,45 pts | countable | J60 | WR | J60 Harmon | 2026-05-12,45 pts | countable | J60 | WR | J60 Islamabad | 2026-04-20,45 pts | countable | J100 | RU | J100 Seoul | 2025-11-04,27 pts | countable | J100 | SF | J100 Launceston | 2026-02-09,25 pts | countable | J30 | WR | J30 Saipan | 2025-06-03,15 pts | countable | J100 | QF | J100 Kuala Lumpur | 2025-09-09,2026-06-02T20:42:05.249Z
